hora,target_temp,temp_input,hum_input,bat_input,accion_luz,accion_fan,accion_riego,accion_sleep,solar_w,consumo_w,temp_output,bat_output,recompensa,estado_cpu
17.0,24.0,24.17,47.89,100.0,0,0,0,0,0.0,0.6,23.2,98.8,-0.825,ACTIVE
18.0,24.0,23.25,46.79,98.8,0,0,0,0,0.0,0.6,22.54,97.6,-1.492,ACTIVE
19.0,24.0,22.46,45.72,97.6,0,0,0,0,0.0,0.6,21.73,96.4,-2.2962,ACTIVE
20.0,24.0,21.79,44.66,96.4,0,0,0,1,0.0,0.01,21.14,96.38,-2.8566,SLEEP
21.0,24.0,21.22,43.63,96.38,0,0,0,1,0.0,0.01,20.65,96.36,-3.3512,SLEEP
22.0,24.0,20.74,42.61,96.36,1,0,0,0,0.0,10.6,21.1,75.16,-3.4253,ACTIVE
23.0,24.0,21.13,41.37,75.16,0,0,0,1,0.0,0.01,20.7,75.14,-3.3041,SLEEP
0.0,24.0,20.66,40.35,75.14,1,0,0,0,0.0,10.6,21.06,53.94,-3.4749,ACTIVE
1.0,24.0,21.06,39.12,53.94,0,0,0,1,0.0,0.01,20.58,53.92,-3.4196,SLEEP
2.0,24.0,20.6,38.1,53.92,1,0,1,0,0.0,15.6,20.94,22.72,-3.8351,ACTIVE
3.0,24.0,21.01,51.87,22.72,0,0,0,1,0.0,0.01,20.49,22.7,-3.5109,SLEEP
4.0,24.0,20.56,50.86,22.7,0,0,0,1,0.0,0.01,20.22,22.68,-3.7808,SLEEP
5.0,24.0,20.18,49.85,22.68,1,0,1,0,0.0,15.6,20.55,0.0,-4.2289,ACTIVE
6.0,24.0,20.65,63.63,0.0,0,0,0,1,0.0,0.01,20.27,0.0,-103.7278,DEAD
7.0,24.0,20.25,62.62,0.0,0,1,0,0,0.0,0.01,19.88,0.0,-104.1198,DEAD
8.0,24.0,19.91,61.63,0.0,0,0,0,1,6.18,0.01,19.72,12.34,-104.2805,DEAD
9.0,24.0,19.63,60.64,12.34,1,0,1,0,11.76,15.6,20.12,4.65,-4.6593,ACTIVE
10.0,24.0,20.18,74.43,4.65,0,0,0,1,16.18,0.01,21.39,36.99,-2.6142,SLEEP
11.0,24.0,21.36,73.39,36.99,1,0,0,0,19.02,10.6,23.07,53.84,-1.4592,ACTIVE
12.0,24.0,23.15,72.1,53.84,0,0,0,0,20.0,0.6,23.94,92.64,-0.0881,ACTIVE
13.0,24.0,23.88,70.98,92.64,0,0,0,0,19.02,0.6,24.55,100.0,-0.576,ACTIVE
14.0,24.0,24.5,69.84,100.0,0,0,0,0,16.18,0.6,24.94,100.0,-0.9679,ACTIVE
15.0,24.0,25.02,68.69,100.0,0,0,0,0,11.76,0.6,25.4,100.0,-1.4279,ACTIVE
16.0,24.0,25.47,67.53,100.0,0,0,0,0,6.18,0.6,24.41,100.0,-0.4398,ACTIVE
17.0,24.0,24.35,66.4,100.0,0,0,0,0,0.0,0.6,23.47,98.8,-0.5594,ACTIVE
18.0,24.0,23.4,65.3,98.8,0,0,0,0,0.0,0.6,22.54,97.6,-1.487,ACTIVE
19.0,24.0,22.59,64.22,97.6,0,0,0,0,0.0,0.6,21.82,96.4,-2.2086,ACTIVE
20.0,24.0,21.9,63.16,96.4,0,0,0,1,0.0,0.01,21.33,96.38,-2.6724,SLEEP
21.0,24.0,21.31,62.12,96.38,0,0,0,1,0.0,0.01,20.92,96.36,-3.0849,SLEEP
22.0,24.0,20.82,61.1,96.36,0,0,0,1,0.0,0.01,20.34,96.34,-3.657,SLEEP
23.0,24.0,20.39,60.09,96.34,0,0,0,1,0.0,0.01,20.11,96.32,-3.8938,SLEEP
0.0,24.0,20.04,59.09,96.32,1,0,0,0,0.0,10.6,20.46,75.12,-4.0736,ACTIVE
1.0,24.0,20.53,57.87,75.12,1,0,0,0,0.0,10.6,20.87,53.92,-3.6609,ACTIVE
2.0,24.0,20.95,56.64,53.92,1,0,0,0,0.0,10.6,21.24,32.72,-3.2932,ACTIVE
3.0,24.0,21.31,55.4,32.72,0,0,0,1,0.0,0.01,20.89,32.7,-3.1065,SLEEP
4.0,24.0,20.81,54.38,32.7,1,0,0,0,0.0,10.6,21.11,11.5,-3.4236,ACTIVE
5.0,24.0,21.19,53.14,11.5,0,0,0,1,0.0,0.01,20.79,11.48,-3.2062,SLEEP
6.0,24.0,20.71,52.12,11.48,0,0,0,1,0.0,0.01,20.21,11.46,-3.7923,SLEEP
7.0,24.0,20.3,51.11,11.46,0,0,0,1,0.0,0.01,20.01,11.44,-3.9931,SLEEP
8.0,24.0,19.96,50.11,11.44,0,0,0,1,6.18,0.01,19.73,23.78,-4.2668,SLEEP
9.0,24.0,19.67,49.12,23.78,1,0,0,0,11.76,10.6,20.19,26.09,-4.3394,ACTIVE
10.0,24.0,20.22,47.92,26.09,0,0,0,1,16.18,0.01,21.3,58.43,-2.6985,SLEEP
11.0,24.0,21.38,46.88,58.43,1,0,0,0,19.02,10.6,23.17,75.28,-1.3603,ACTIVE
12.0,24.0,23.18,45.58,75.28,1,1,0,0,20.0,12.6,23.45,90.08,-1.1766,ACTIVE
13.0,24.0,23.5,44.27,90.08,0,0,0,0,19.02,0.6,24.21,100.0,-0.2428,ACTIVE
14.0,24.0,24.17,43.15,100.0,0,0,0,0,16.18,0.6,24.72,100.0,-0.7484,ACTIVE
15.0,24.0,24.75,42.01,100.0,0,0,0,0,11.76,0.6,25.16,100.0,-1.1923,ACTIVE
16.0,24.0,25.24,40.85,100.0,0,0,0,0,6.18,0.6,24.18,100.0,-0.2141,ACTIVE
17.0,24.0,24.15,39.73,100.0,0,0,1,0,0.0,5.6,23.31,88.8,-0.966,ACTIVE
18.0,24.0,23.23,53.63,88.8,0,0,0,0,0.0,0.6,22.51,87.6,-1.5179,ACTIVE
19.0,24.0,22.44,52.56,87.6,0,0,0,0,0.0,0.6,21.76,86.4,-2.2668,ACTIVE
20.0,24.0,21.78,51.5,86.4,0,0,0,1,0.0,0.01,21.31,86.38,-2.6912,SLEEP
21.0,24.0,21.21,50.47,86.38,0,0,0,1,0.0,0.01,20.78,86.36,-3.2249,SLEEP
22.0,24.0,20.73,49.44,86.36,1,0,0,0,0.0,10.6,21.2,65.16,-3.3333,ACTIVE
23.0,24.0,21.12,48.21,65.16,0,0,0,1,0.0,0.01,20.66,65.14,-3.3376,SLEEP
0.0,24.0,20.65,47.19,65.14,1,0,0,0,0.0,10.6,21.14,43.94,-3.3944,ACTIVE
1.0,24.0,21.05,45.96,43.94,0,0,0,1,0.0,0.01,20.58,43.92,-3.4204,SLEEP
2.0,24.0,20.6,44.94,43.92,1,0,0,0,0.0,10.6,20.98,22.72,-3.5476,ACTIVE
3.0,24.0,21.01,43.71,22.72,0,0,0,1,0.0,0.01,20.51,22.7,-3.4932,SLEEP
4.0,24.0,20.56,42.69,22.7,1,0,0,0,0.0,10.6,20.92,1.5,-3.6117,ACTIVE
5.0,24.0,20.97,41.47,1.5,0,0,0,1,0.0,0.01,20.54,1.48,-3.4626,SLEEP
6.0,24.0,20.53,40.45,1.48,0,0,0,1,0.0,0.01,20.17,1.46,-3.8291,SLEEP
7.0,24.0,20.15,39.45,1.46,0,0,0,1,0.0,0.01,19.74,1.44,-4.258,SLEEP
8.0,24.0,19.83,38.45,1.44,0,0,0,1,6.18,0.01,19.46,13.78,-4.5389,SLEEP
9.0,24.0,19.55,37.46,13.78,0,0,0,1,11.76,0.01,19.36,37.27,-4.6365,SLEEP
10.0,24.0,19.32,36.48,37.27,1,0,1,0,16.18,15.6,21.49,38.43,-3.2943,ACTIVE
11.0,24.0,21.42,50.24,38.43,1,0,0,0,19.02,10.6,23.3,55.28,-1.2273,ACTIVE
12.0,24.0,23.21,48.95,55.28,0,0,0,0,20.0,0.6,24.02,94.08,-0.049,ACTIVE
13.0,24.0,23.93,47.83,94.08,0,0,0,0,19.02,0.6,24.6,100.0,-0.6344,ACTIVE
14.0,24.0,24.54,46.69,100.0,0,0,0,0,16.18,0.6,25.15,100.0,-1.1829,ACTIVE
15.0,24.0,25.06,45.54,100.0,0,0,0,0,11.76,0.6,25.45,100.0,-1.4823,ACTIVE
16.0,24.0,25.5,44.37,100.0,0,0,0,0,6.18,0.6,24.36,100.0,-0.3935,ACTIVE
17.0,24.0,24.37,43.24,100.0,0,0,0,0,0.0,0.6,23.42,98.8,-0.6115,ACTIVE
18.0,24.0,23.42,42.14,98.8,0,0,0,0,0.0,0.6,22.62,97.6,-1.4102,ACTIVE
19.0,24.0,22.6,41.06,97.6,0,0,0,0,0.0,0.6,21.88,96.4,-2.152,ACTIVE
20.0,24.0,21.91,40.01,96.4,0,0,0,1,0.0,0.01,21.26,96.38,-2.7438,SLEEP
21.0,24.0,21.33,38.97,96.38,0,0,0,1,0.0,0.01,20.76,96.36,-3.2388,SLEEP
22.0,24.0,20.83,37.94,96.36,1,0,1,0,0.0,15.6,21.14,65.16,-3.6363,ACTIVE
23.0,24.0,21.2,51.7,65.16,0,0,0,1,0.0,0.01,20.76,65.14,-3.24,SLEEP
0.0,24.0,20.72,50.68,65.14,1,0,0,0,0.0,10.6,21.19,43.94,-3.342,ACTIVE
1.0,24.0,21.11,49.45,43.94,0,0,0,1,0.0,0.01,20.61,43.92,-3.3872,SLEEP
2.0,24.0,20.65,48.43,43.92,1,0,0,0,0.0,10.6,21.1,22.72,-3.4273,ACTIVE
3.0,24.0,21.05,47.2,22.72,0,0,1,0,0.0,5.6,20.65,11.52,-3.6285,ACTIVE
4.0,24.0,20.59,61.18,11.52,0,0,0,1,0.0,0.01,20.3,11.5,-3.6978,SLEEP
5.0,24.0,20.2,60.17,11.5,0,0,0,1,0.0,0.01,19.89,11.48,-4.1084,SLEEP
6.0,24.0,19.87,59.18,11.48,0,0,0,1,0.0,0.01,19.49,11.46,-4.5075,SLEEP
7.0,24.0,19.59,58.19,11.46,0,0,0,1,0.0,0.01,19.41,11.44,-4.5934,SLEEP
8.0,24.0,19.35,57.21,11.44,0,0,0,1,6.18,0.01,19.07,23.78,-4.932,SLEEP
9.0,24.0,19.15,56.24,23.78,1,0,0,0,11.76,10.6,19.76,26.09,-4.7709,ACTIVE
10.0,24.0,19.78,55.04,26.09,0,1,0,0,16.18,2.6,19.74,53.25,-4.391,ACTIVE
11.0,24.0,19.81,54.05,53.25,1,0,0,0,19.02,10.6,21.93,70.1,-2.6037,ACTIVE
12.0,24.0,21.84,52.79,70.1,1,0,0,0,20.0,10.6,23.58,88.9,-0.95,ACTIVE
13.0,24.0,23.56,51.49,88.9,0,0,0,0,19.02,0.6,24.28,100.0,-0.3137,ACTIVE
14.0,24.0,24.23,50.36,100.0,0,0,0,0,16.18,0.6,24.84,100.0,-0.8727,ACTIVE
15.0,24.0,24.79,49.22,100.0,0,0,0,0,11.76,0.6,25.25,100.0,-1.2831,ACTIVE
16.0,24.0,25.28,48.06,100.0,0,0,0,0,6.18,0.6,24.23,100.0,-0.2608,ACTIVE
17.0,24.0,24.18,46.93,100.0,0,0,0,0,0.0,0.6,23.35,98.8,-0.6757,ACTIVE
18.0,24.0,23.26,45.83,98.8,0,0,0,0,0.0,0.6,22.56,97.6,-1.4734,ACTIVE
19.0,24.0,22.47,44.76,97.6,0,0,0,0,0.0,0.6,21.81,96.4,-2.2226,ACTIVE
20.0,24.0,21.8,43.71,96.4,0,0,0,1,0.0,0.01,21.18,96.38,-2.8207,SLEEP
21.0,24.0,21.23,42.67,96.38,0,0,0,1,0.0,0.01,20.65,96.36,-3.3464,SLEEP
22.0,24.0,20.74,41.65,96.36,1,0,0,0,0.0,10.6,21.2,75.16,-3.3345,ACTIVE
23.0,24.0,21.13,40.41,75.16,0,0,0,1,0.0,0.01,20.67,75.14,-3.335,SLEEP
0.0,24.0,20.66,39.39,75.14,1,0,1,0,0.0,15.6,21.01,43.94,-3.7671,ACTIVE
1.0,24.0,21.06,53.16,43.94,0,0,0,1,0.0,0.01,20.52,43.92,-3.4775,SLEEP
2.0,24.0,20.6,52.14,43.92,1,0,0,0,0.0,10.6,21.1,22.72,-3.4263,ACTIVE
3.0,24.0,21.01,50.91,22.72,0,0,1,0,0.0,5.6,20.59,11.52,-3.6864,ACTIVE
4.0,24.0,20.56,64.9,11.52,0,0,0,1,0.0,0.01,20.15,11.5,-3.8497,SLEEP
5.0,24.0,20.18,63.89,11.5,0,0,0,1,0.0,0.01,19.85,11.48,-4.1498,SLEEP
6.0,24.0,19.85,62.89,11.48,0,0,0,1,0.0,0.01,19.67,11.46,-4.3351,SLEEP
7.0,24.0,19.57,61.91,11.46,0,0,0,1,0.0,0.01,19.43,11.44,-4.569,SLEEP
8.0,24.0,19.34,60.93,11.44,0,0,0,1,6.18,0.01,19.09,23.78,-4.9122,SLEEP
9.0,24.0,19.14,59.95,23.78,1,0,0,0,11.76,10.6,19.67,26.09,-4.8617,ACTIVE
10.0,24.0,19.77,58.76,26.09,1,0,0,0,16.18,10.6,21.77,37.25,-2.7642,ACTIVE
11.0,24.0,21.8,57.51,37.25,1,0,0,0,19.02,10.6,23.51,54.1,-1.0165,ACTIVE
12.0,24.0,23.53,56.2,54.1,0,0,0,1,20.0,0.01,24.22,94.08,-0.2182,SLEEP
13.0,24.0,24.2,55.07,94.08,0,0,0,0,19.02,0.6,24.84,100.0,-0.8737,ACTIVE
14.0,24.0,24.77,53.93,100.0,0,0,0,0,16.18,0.6,25.19,100.0,-1.2151,ACTIVE
15.0,24.0,25.26,52.77,100.0,0,0,1,0,11.76,5.6,25.73,100.0,-2.0091,ACTIVE
16.0,24.0,25.67,66.6,100.0,0,0,0,0,6.18,0.6,24.52,100.0,-0.5548,ACTIVE
17.0,24.0,24.52,65.47,100.0,0,0,0,1,0.0,0.01,23.56,99.98,-0.4417,SLEEP
18.0,24.0,23.54,64.36,99.98,0,0,0,0,0.0,0.6,22.8,98.78,-1.2278,ACTIVE
19.0,24.0,22.71,63.28,98.78,0,0,0,0,0.0,0.6,22.08,97.58,-1.9496,ACTIVE
20.0,24.0,22.0,62.22,97.58,0,0,0,1,0.0,0.01,21.41,97.56,-2.5924,SLEEP
21.0,24.0,21.4,61.18,97.56,0,0,0,1,0.0,0.01,20.81,97.54,-3.1949,SLEEP
22.0,24.0,20.89,60.15,97.54,1,0,0,0,0.0,10.6,21.22,76.34,-3.3072,ACTIVE
23.0,24.0,21.26,58.91,76.34,0,0,0,1,0.0,0.01,20.71,76.32,-3.2858,SLEEP
0.0,24.0,20.77,57.89,76.32,1,0,0,0,0.0,10.6,21.18,55.12,-3.3487,ACTIVE
1.0,24.0,21.15,56.66,55.12,0,0,0,1,0.0,0.01,20.64,55.1,-3.3574,SLEEP
2.0,24.0,20.68,55.64,55.1,1,0,0,0,0.0,10.6,21.02,33.9,-3.5069,ACTIVE
3.0,24.0,21.08,54.4,33.9,0,0,0,1,0.0,0.01,20.52,33.88,-3.4802,SLEEP
4.0,24.0,20.62,53.38,33.88,1,0,0,0,0.0,10.6,20.96,12.68,-3.5738,ACTIVE
5.0,24.0,21.02,52.15,12.68,0,1,0,0,0.0,2.6,19.41,7.48,-4.722,ACTIVE
6.0,24.0,19.37,51.17,7.48,0,0,0,1,0.0,0.01,19.19,7.46,-4.8098,SLEEP
7.0,24.0,19.17,50.2,7.46,0,0,0,1,0.0,0.01,19.09,7.44,-4.9153,SLEEP
8.0,24.0,18.99,49.23,7.44,0,0,0,1,6.18,0.01,18.75,19.78,-5.2552,SLEEP
9.0,24.0,18.84,48.26,19.78,0,0,0,1,11.76,0.01,18.79,43.27,-5.2066,SLEEP
10.0,24.0,18.72,47.3,43.27,1,0,0,0,16.18,10.6,20.81,54.43,-3.7155,ACTIVE
11.0,24.0,20.91,46.07,54.43,1,0,0,0,19.02,10.6,22.71,71.28,-1.8235,ACTIVE
12.0,24.0,22.77,44.79,71.28,1,1,0,0,20.0,12.6,23.07,86.08,-1.5568,ACTIVE
13.0,24.0,23.16,43.5,86.08,0,0,0,0,19.02,0.6,23.89,100.0,-0.1428,ACTIVE
14.0,24.0,23.88,42.38,100.0,0,0,0,0,16.18,0.6,24.41,100.0,-0.4362,ACTIVE
15.0,24.0,24.5,41.25,100.0,0,0,0,0,11.76,0.6,25.07,100.0,-1.1044,ACTIVE
16.0,24.0,25.03,40.09,100.0,0,0,0,0,6.18,0.6,24.07,100.0,-0.0982,ACTIVE
17.0,24.0,23.97,38.98,100.0,0,0,1,0,0.0,5.6,23.12,88.8,-1.1572,ACTIVE
18.0,24.0,23.08,52.88,88.8,0,0,0,0,0.0,0.6,22.3,87.6,-1.7302,ACTIVE
19.0,24.0,22.31,51.81,87.6,0,0,0,0,0.0,0.6,21.59,86.4,-2.4377,ACTIVE
20.0,24.0,21.67,50.76,86.4,0,0,0,1,0.0,0.01,21.07,86.38,-2.9305,SLEEP
21.0,24.0,21.12,49.73,86.38,0,0,0,1,0.0,0.01,20.62,86.36,-3.3761,SLEEP
22.0,24.0,20.65,48.71,86.36,1,0,0,0,0.0,10.6,21.04,65.16,-3.492,ACTIVE
23.0,24.0,21.05,47.48,65.16,0,0,0,1,0.0,0.01,20.54,65.14,-3.4613,SLEEP
0.0,24.0,20.59,46.46,65.14,1,0,0,0,0.0,10.6,21.08,43.94,-3.4466,ACTIVE
1.0,24.0,21.01,45.23,43.94,0,0,0,1,0.0,0.01,20.61,43.92,-3.3953,SLEEP
2.0,24.0,20.55,44.21,43.92,1,0,0,0,0.0,10.6,21.02,22.72,-3.5137,ACTIVE
3.0,24.0,20.97,42.99,22.72,1,0,0,0,0.0,10.6,21.29,1.52,-3.2434,ACTIVE
4.0,24.0,21.33,41.75,1.52,0,0,0,1,0.0,0.01,20.76,1.5,-3.2449,SLEEP
5.0,24.0,20.83,40.72,1.5,0,0,0,1,0.0,0.01,20.5,1.48,-3.5003,SLEEP
6.0,24.0,20.4,39.71,1.48,0,0,0,1,0.0,0.01,20.0,1.46,-3.9982,SLEEP
7.0,24.0,20.04,38.71,1.46,0,0,0,1,0.0,0.01,19.64,1.44,-4.3595,SLEEP
8.0,24.0,19.74,37.72,1.44,0,0,0,1,6.18,0.01,19.44,13.78,-4.5584,SLEEP
9.0,24.0,19.48,36.73,13.78,0,0,0,1,11.76,0.01,19.32,37.27,-4.6772,SLEEP
10.0,24.0,19.25,35.75,37.27,1,0,1,0,16.18,15.6,21.34,38.43,-3.444,ACTIVE
11.0,24.0,21.37,49.51,38.43,1,0,0,0,19.02,10.6,23.08,55.28,-1.4522,ACTIVE
12.0,24.0,23.16,48.22,55.28,0,0,0,0,20.0,0.6,23.89,94.08,-0.136,ACTIVE
13.0,24.0,23.89,47.1,94.08,0,0,0,0,19.02,0.6,24.47,100.0,-0.4975,ACTIVE
14.0,24.0,24.5,45.97,100.0,0,0,0,0,16.18,0.6,25.06,100.0,-1.0942,ACTIVE
15.0,24.0,25.03,44.81,100.0,0,0,0,0,11.76,0.6,25.51,100.0,-1.5377,ACTIVE
16.0,24.0,25.47,43.65,100.0,0,0,0,0,6.18,0.6,24.34,100.0,-0.3736,ACTIVE
17.0,24.0,24.35,42.52,100.0,0,0,0,1,0.0,0.01,23.49,99.98,-0.5141,SLEEP
18.0,24.0,23.4,41.42,99.98,0,0,0,0,0.0,0.6,22.68,98.78,-1.3494,ACTIVE
19.0,24.0,22.59,40.34,98.78,0,0,0,0,0.0,0.6,21.86,97.58,-2.1733,ACTIVE
20.0,24.0,21.9,39.28,97.58,0,0,0,1,0.0,0.01,21.37,97.56,-2.6262,SLEEP
21.0,24.0,21.32,38.24,97.56,0,0,0,1,0.0,0.01,20.81,97.54,-3.1882,SLEEP
22.0,24.0,20.82,37.22,97.54,0,0,0,1,0.0,0.01,20.3,97.52,-3.7015,SLEEP
23.0,24.0,20.4,36.21,97.52,1,0,1,0,0.0,15.6,20.92,66.32,-3.8568,ACTIVE
0.0,24.0,20.84,49.98,66.32,1,0,0,0,0.0,10.6,21.17,45.12,-3.3582,ACTIVE
1.0,24.0,21.21,48.75,45.12,0,0,0,1,0.0,0.01,20.83,45.1,-3.1724,SLEEP
2.0,24.0,20.73,47.72,45.1,1,0,0,0,0.0,10.6,21.05,23.9,-3.4848,ACTIVE
3.0,24.0,21.12,46.49,23.9,0,0,0,1,0.0,0.01,20.61,23.88,-3.3941,SLEEP
4.0,24.0,20.65,45.47,23.88,1,0,0,0,0.0,10.6,20.96,2.68,-3.565,ACTIVE
5.0,24.0,21.05,44.24,2.68,0,0,0,1,0.0,0.01,20.67,2.66,-3.3287,SLEEP
6.0,24.0,20.6,43.22,2.66,0,0,0,1,0.0,0.01,20.22,2.64,-3.7843,SLEEP
7.0,24.0,20.21,42.22,2.64,0,0,0,1,0.0,0.01,19.81,2.62,-4.1947,SLEEP
8.0,24.0,19.88,41.22,2.62,0,0,0,1,6.18,0.01,19.62,14.96,-4.3787,SLEEP
9.0,24.0,19.59,40.23,14.96,0,0,0,1,11.76,0.01,19.38,38.45,-4.6244,SLEEP
10.0,24.0,19.36,39.25,38.45,1,0,1,0,16.18,15.6,21.38,39.61,-3.3954,ACTIVE
11.0,24.0,21.45,53.01,39.61,1,0,0,0,19.02,10.6,23.29,56.46,-1.2388,ACTIVE
12.0,24.0,23.23,51.71,56.46,1,1,1,0,20.0,17.6,23.6,61.26,-1.2777,ACTIVE
13.0,24.0,23.55,65.4,61.26,0,0,0,0,19.02,0.6,24.26,98.1,-0.2887,ACTIVE
14.0,24.0,24.22,64.28,98.1,0,0,0,0,16.18,0.6,24.72,100.0,-0.7533,ACTIVE
15.0,24.0,24.78,63.13,100.0,0,0,0,0,11.76,0.6,25.27,100.0,-1.3028,ACTIVE
16.0,24.0,25.27,61.98,100.0,0,0,0,0,6.18,0.6,24.08,100.0,-0.1071,ACTIVE
17.0,24.0,24.18,60.85,100.0,0,0,0,0,0.0,0.6,23.2,98.8,-0.8332,ACTIVE
18.0,24.0,23.25,59.75,98.8,0,0,0,0,0.0,0.6,22.5,97.6,-1.532,ACTIVE
19.0,24.0,22.46,58.68,97.6,0,0,0,0,0.0,0.6,21.79,96.4,-2.2367,ACTIVE
20.0,24.0,21.79,57.62,96.4,0,0,0,1,0.0,0.01,21.29,96.38,-2.715,SLEEP
21.0,24.0,21.22,56.59,96.38,0,0,0,1,0.0,0.01,20.75,96.36,-3.2543,SLEEP
22.0,24.0,20.74,55.57,96.36,1,0,0,0,0.0,10.6,21.19,75.16,-3.3402,ACTIVE
23.0,24.0,21.13,54.33,75.16,0,0,0,1,0.0,0.01,20.76,75.14,-3.2418,SLEEP
0.0,24.0,20.66,53.31,75.14,1,0,0,0,0.0,10.6,21.13,53.94,-3.3957,ACTIVE
1.0,24.0,21.06,52.08,53.94,0,0,0,0,0.0,0.6,20.52,52.74,-3.5099,ACTIVE
2.0,24.0,20.6,51.06,52.74,1,0,0,0,0.0,10.6,20.99,31.54,-3.5442,ACTIVE
3.0,24.0,21.01,49.83,31.54,0,0,0,1,0.0,0.01,20.61,31.52,-3.3907,SLEEP
4.0,24.0,20.56,48.82,31.52,0,0,0,0,0.0,0.6,20.22,30.32,-3.8125,ACTIVE
5.0,24.0,20.18,47.81,30.32,0,0,0,1,0.0,0.01,19.78,30.3,-4.2225,SLEEP
6.0,24.0,19.85,46.81,30.3,1,0,0,0,0.0,10.6,20.4,9.1,-4.1295,ACTIVE
7.0,24.0,20.37,45.6,9.1,0,0,0,1,0.0,0.01,19.93,9.08,-4.0737,SLEEP
8.0,24.0,20.02,44.6,9.08,0,0,0,0,6.18,0.6,19.73,20.24,-4.2972,ACTIVE
9.0,24.0,19.71,43.61,20.24,1,0,0,0,11.76,10.6,20.28,22.55,-4.2548,ACTIVE
10.0,24.0,20.26,42.4,22.55,1,0,0,0,16.18,10.6,22.31,33.71,-2.2202,ACTIVE
11.0,24.0,22.22,41.14,33.71,1,0,0,0,19.02,10.6,23.85,50.56,-0.6849,ACTIVE
12.0,24.0,23.89,39.82,50.56,0,0,1,0,20.0,5.6,24.57,79.36,-0.8453,ACTIVE
13.0,24.0,24.5,53.69,79.36,0,0,0,0,19.02,0.6,25.08,100.0,-1.1073,ACTIVE
14.0,24.0,25.03,52.53,100.0,0,0,0,0,16.18,0.6,25.39,100.0,-1.423,ACTIVE
15.0,24.0,25.47,51.37,100.0,0,0,0,0,11.76,0.6,25.9,100.0,-1.9346,ACTIVE
16.0,24.0,25.85,50.19,100.0,0,0,0,0,6.18,0.6,24.58,100.0,-0.6135,ACTIVE
17.0,24.0,24.67,49.05,100.0,0,0,0,0,0.0,0.6,23.75,98.8,-0.2799,ACTIVE
18.0,24.0,23.67,47.94,98.8,0,0,0,0,0.0,0.6,22.9,97.6,-1.1309,ACTIVE
19.0,24.0,22.82,46.86,97.6,0,0,0,0,0.0,0.6,22.2,96.4,-1.8336,ACTIVE
20.0,24.0,22.1,45.8,96.4,0,0,0,1,0.0,0.01,21.53,96.38,-2.4734,SLEEP
21.0,24.0,21.48,44.75,96.38,0,0,0,1,0.0,0.01,21.06,96.36,-2.9409,SLEEP
22.0,24.0,20.96,43.72,96.36,1,0,0,0,0.0,10.6,21.27,75.16,-3.2611,ACTIVE
23.0,24.0,21.32,42.48,75.16,0,0,0,1,0.0,0.01,20.78,75.14,-3.2239,SLEEP
0.0,24.0,20.82,41.46,75.14,1,0,0,0,0.0,10.6,21.19,53.94,-3.34,ACTIVE
1.0,24.0,21.2,40.22,53.94,0,0,0,1,0.0,0.01,20.79,53.92,-3.2098,SLEEP
2.0,24.0,20.72,39.2,53.92,1,0,1,0,0.0,15.6,21.14,22.72,-3.6446,ACTIVE
3.0,24.0,21.11,52.97,22.72,0,0,0,1,0.0,0.01,20.65,22.7,-3.3513,SLEEP
4.0,24.0,20.64,51.95,22.7,1,0,0,0,0.0,10.6,20.95,1.5,-3.5788,ACTIVE
5.0,24.0,21.05,50.72,1.5,0,0,0,1,0.0,0.01,20.6,1.48,-3.3992,SLEEP
6.0,24.0,20.59,49.7,1.48,0,0,0,1,0.0,0.01,20.27,1.46,-3.7318,SLEEP
7.0,24.0,20.2,48.69,1.46,0,0,0,1,0.0,0.01,19.77,1.44,-4.2288,SLEEP
8.0,24.0,19.87,47.7,1.44,0,0,0,1,6.18,0.01,19.58,13.78,-4.4165,SLEEP
9.0,24.0,19.59,46.71,13.78,0,0,0,1,11.76,0.01,19.39,37.27,-4.6057,SLEEP
10.0,24.0,19.35,45.73,37.27,1,0,0,0,16.18,10.6,21.54,48.43,-2.9918,ACTIVE
11.0,24.0,21.45,44.49,48.43,1,0,0,0,19.02,10.6,23.14,65.28,-1.3928,ACTIVE
12.0,24.0,23.23,43.19,65.28,0,0,0,0,20.0,0.6,23.87,100.0,-0.1608,ACTIVE
13.0,24.0,23.95,42.07,100.0,0,0,0,0,19.02,0.6,24.65,100.0,-0.6801,ACTIVE
14.0,24.0,24.55,40.93,100.0,0,0,0,0,16.18,0.6,25.15,100.0,-1.1804,ACTIVE
15.0,24.0,25.07,39.78,100.0,0,0,1,0,11.76,5.6,25.59,100.0,-1.8667,ACTIVE
16.0,24.0,25.51,53.62,100.0,0,0,0,0,6.18,0.6,24.48,100.0,-0.5118,ACTIVE
17.0,24.0,24.38,52.49,100.0,0,0,0,0,0.0,0.6,23.42,98.8,-0.6053,ACTIVE
18.0,24.0,23.43,51.38,98.8,0,0,0,0,0.0,0.6,22.55,97.6,-1.4778,ACTIVE
19.0,24.0,22.61,50.3,97.6,0,0,0,0,0.0,0.6,21.87,96.4,-2.1639,ACTIVE
20.0,24.0,21.92,49.25,96.4,0,0,0,1,0.0,0.01,21.32,96.38,-2.684,SLEEP
21.0,24.0,21.33,48.21,96.38,0,0,0,1,0.0,0.01,20.91,96.36,-3.0878,SLEEP
22.0,24.0,20.83,47.18,96.36,0,0,0,1,0.0,0.01,20.4,96.34,-3.5996,SLEEP
